Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Portugal,PRT,148604,119668,138093,159135,123551,111961.407853906,129004,131870,158096,157702,160003,154448,170444,182753,186711,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Qatar,QAT,45964,53327,62689,68818,77178,90819,109525,128402,139869,151703,170582,200927,194389,197811,207143,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Romania,ROU,38995,42754,51222,55386,57893,61515,57823,51685,43956,42249.8,45596,46733,52063,55637,58509,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Russian Federation,RUS,390824,421170,467670,522577,475261,523759,596042,636748,678071,747804,767043,746446,815708,885094,986608,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Rwanda,RWA,..,..,..,..,..,5867,7265,10410,11532,12096,3205,4314,18134,19133,19419,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Samoa,WSM,11439,12752,12658,12699,12492,..,..,..,..,9144,11759,13805,6098,6848,6220,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sao Tome and Principe,STP,1310,1337,1426,1142,1143,..,..,..,..,..,..,..,..,466,468,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Saudi Arabia,SAU,116280,131528,150521,148335,156500,177608,193536,208986,216636,232908,236468,256635,270924,267295,269872,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Senegal,SEN,6441,0,..,..,0,0,5251,7730,5808,4044,3656,582,1087,5817,5980,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Serbia,SRB,17048,19664,19971,19568,17208,16893,17303,16841,18156,28944,31304,31958,29705,28160,30964,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Seychelles,SYC,19581,19526,20727,11896,11238,12989,14202,11262,14592,14556,17124,19178,20539,18671,18704,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sierra Leone,SLE,164,171,183,181,186,0,2085,2145,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Singapore,SGP,77119,84747,87564,91387,83772,131721.915559326,144696.875455373,157939.317765257,165239.07,183398.557600256,181563,207203,203615,208787,215014,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Slovak Republic,SVK,13914,14521,23997,24044,32020,2702,990,1439,1824,721.068,70,85,51,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Slovenia,SVN,18071,19505,23165,24477,25478,21840,21370,18141,17212,16557,17931,17825,18488,18444,16717,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Solomon Islands,SLB,12318,13883,13640,13649,13529,7388,7048.95461126849,6659.69835873915,11352,11532,13107,13711,14365,14365,11094,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Somalia,SOM,..,..,..,..,..,2716.90992767916,2815,2791,3540,3444,..,98,98,995,1060,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,South Africa,ZAF,148146,146648,152550,156567,151292,190441,191506.866330359,197817.300311111,184763,199600.522813668,209734,212865,216275,234156,243803,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Spain,ESP,586438,602978,657606,616893,547971,546298.853885983,535074,471440.886886395,465558.909,486353.8,534895,566775,579842,641097,677578.545,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sri Lanka,LKA,19712,20979,21020,20512,16632,20921,26052,31373,32636.4,37517,37598,40711,41012,34425,33050,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sudan,SDN,8695,8839,9418,7219,7178,10897,16727.0882365286,13525.4963291617,9432,6852,6021,3165,5831,3178,3116,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Suriname,SUR,4851,4908,5022,4900,4560,1925,1914.76063829787,2417.51329787234,3420,2796,2995,3309,3385,3225,2668,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Switzerland,CHE,134839,125126,139124,158788,168280,224807,244994,257233.254295533,266128,263267,250094,229530,216436,219782,225755,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Syrian Arab Republic,SYR,16815,17082,18909,18960,19229,12699,15455.407623056,9670.3235106534,5424,5424,168,170,165,167.753530166881,173,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tajikistan,TJK,6987,2976,7891,8191,9758,5709.66891573827,7320,6529.89687626775,6263,7985,6884,6472,4135,4021,4283,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tanzania,TZA,6062,5068,5457,5460,21088,21825,26332.300586101,28130.4720729721,27625.772,31106.181,35374,27422,47741,90017,91864,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Thailand,THA,124347,126845,129703,125907,123541,201306,227322,252368.898405228,298450,338053.981662592,392664,413880,448477,475886.496,489963,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Togo,TGO,..,..,..,..,..,8164,10745,10264,11484,10599.370360014,9947,10725,10485,11559,12011.999,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Trinidad and Tobago,TTO,14298,13878,14703,15017,14247,28909,36648.0737879789,36648.0737879789,36564,36216,35127,29892,32589,33475,35175,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tunisia,TUN,21268,21715,21734,24385,24225,31098,32179.9168975069,37233,48804,60419,35540,38631,39856,41446,36763,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Turkey,TUR,145952,177088,197132,215275,271835,369174,420222,476115,568212.396628194,628104,706067,743673,742260,772925.545,741933,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Turkmenistan,TKM,14094,15602,15590,15665,15337,3221,1617.84131054131,1440.73219373219,12871.0166080453,6068.32,8548,12890,16843,18184,17075,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uganda,UGA,317,330,353,349,359,6290,4879,5990,8616,6864,2332,3828,1953,3777,3417.3,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Ukraine,UKR,41911,48562,30029,52509,58756,66038,76652.2681818182,73378.9426182735,58474.09,47927.4,45688,55261,63315,66712,62113.332,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,United Arab Emirates,ARE,..,..,..,..,170588,240855.107016004,269521,311758,327076,352224,437638,463947,459137,455956,425667.272,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,United Kingdom,GBR,1018118,1037032,1044883,1056206,1003893,985109.023067177,1062692,1050702.90909091,1052640,1064175.7,1104117,1180312,1182696,1242985,1061464,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,United States,USA,9969599,9738983,9815504,9054478,9182363,10095197,10057768,9864360,9745498,9556324,9498668,9640591,9639096,9880509,10099031,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uruguay,URY,8934,8666,9186,9388,8731,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uzbekistan,UZB,22183,21514,22265,22406,23176,22924,23773,24328,23962,23149,22579,21486,21730,21514,25300,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Vanuatu,VUT,1580,1643,1742,1775,1667,17212,11218.2976736216,11905,12144,10848,10425,9037,12287,11723,13866,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,"Venezuela, RB",VEN,135574,139671,140774,137900,123646,84065,83106,78583.1623779542,92813,90235,73509,64058,43138,22447,16027,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Vietnam,VNM,54415,50840,60218,74739,83720,109176,135905.672936536,135300.414088577,149527.817,167386.363,205217,248580,264548,283787,332029,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,"Yemen, Rep.",YEM,17306,18843,14403,14462,14652,20600,20176.7285260675,16807.4072955955,16932,16056,5126,4538,1669,2342,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Zambia,ZMB,5965,6013,6396,4361,..,9730,11497,8288,7997,8050,11130,8094,9020,1241,1298,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Zimbabwe,ZWE,4410,6819,7272,5917,5937,7077,10020.7056112793,11560.3678539236,27684,3730,4145,4231,3444,3444,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Arab World,ARB,431300,471714,516679,504211,811221,1065038.01071509,1093318.56079486,1159025.93858519,1222183.5,1289638.76744056,1375862,1476812,1503553.38,1539592.75353017,1522487.272,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Caribbean small states,CSS,101132,99817,104274,104600,92285,126300,147475.438423049,171025.626310282,198637,252495,247773,245933,250510,242734.92913874,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Central Europe and the Baltics,CEB,347743,363872,397337,415443,405656,459987.605461649,458432.212389811,409115.831651127,407489,414473.868,420199,436849,484988,549291,566415,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Early-demographic dividend,EAR,2441945,2670479,2893009,2852615,2986969,3940298.16679309,4158415.08632535,4357526.48746141,4574583.4635518,4976915.63345596,5220321,5700375,5886141.088,6219620.0608852,6044895,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,East Asia & Pacific,EAS,3879996,4174539,4441653,4597611,4885072,6334923.95244873,6627354.95496903,6896897.70045843,7391410.0459955,8025736.2493602,8575632,9231486,9792841.59,10258516.8414897,10581431,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,East Asia & Pacific (excluding high income),EAP,2219532,2454357,2702754,2798473,3092984,3847811.59742684,4199862.07704265,4541090.00446749,4876787.3179955,5445123.69175995,5872462,6431220,6919472.67,7387203.84148969,7635543,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,East Asia & Pacific (IDA & IBRD countries),TEA,2217764,2452518,2700805,2796487,3093117,3844008.02667228,4195951.46318126,4536353.00081976,4864727.3179955,5436093.35151098,5872686,6431560,6919854.67,7387754.84148969,7636368,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Euro area,EMU,4159101,4376416,4615435,4645469,4526504,4312987.80537931,4429716.47543149,4311417.62183855,4127753.909,4154277.39764928,4289208,4468338,4479927,4558126.9394902,4854517.543,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Europe & Central Asia,ECS,6300264,6602653,6941099,7106264,6941775,7011230.37227903,7377144.07392713,7300522.98255961,7299434.41223624,7478837.34464928,7758659,8043489,8204114,8482204.78708129,8678533.875,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Europe & Central Asia (excluding high income),ECA,716247,783495,839583,939316,948612,1121064.22735896,1270621.38610583,1365184.82022895,1519945.50323624,1654043.72,1759692,1797519,1893325,1966459.545,2045029.332,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Europe & Central Asia (IDA & IBRD countries),TEC,856265,931341,1002485,1109461,1114171,1289975.22735896,1437239.38610583,1524519.82022895,1671542.50323624,1798548.52,1898797,1954498,2078621,2173188.545,2262668.332,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,European Union,EUU,4431467,4657953,4917391,4959760,4827314,4676663.80537931,4790933.6878213,4615569.45348968,4449114.909,4483220.19764928,4623877,4818987,4885812,5030659.9394902,5339982.543,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Fragile and conflict affected situations,FCS,..,..,..,..,..,384956.852182705,421791.133056247,400158.686550005,448863,428793.052630117,403634,388851,384157.38,383939.444543741,353472.79,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,266822.28924497,307977.717076074,311610.290559514,329263.772,346254.152913158,345543,341547,383488,410069,415574.089,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,High income,HIC,18703965,18821000,19400201,18783409,19015727,20720178.9766091,20931546.5755899,20610219.9635401,20587015.9738634,20601741.9070244,20982212,21593637,21802395.92,22086922.2083547,22444020.3981284,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IBRD only,IBD,5409935,5898763,6495205,6647603,7024074,8626984.38679317,9291746.66555084,9826047.56235739,10529228.0930701,11355392.6525883,11974873,12689799,13419218.138,14231604.0771387,14574008.9151284,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA & IBRD total,IBT,5846449,6352567,6990994,7102413,7497275,9337292.29327892,10080702.7251443,10601539.9596992,11372493.9083087,12224523.2565784,12861795,13594565,14403021.138,15276297.0063046,15573970.0041284,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA blend,IDB,206217,224301,230626,220463,218602,307973.333632892,332475.373030012,332153.24708561,338572,313928.452949339,346813,346480,341414,368667.211146022,382177.79,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA only,IDX,230297,229503,265163,..,..,402334.572852862,456480.686563456,443339.150256162,504693.815238617,555202.151040793,540109,558286,642389,676025.718019853,617783.299,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA total,IDA,436514,453804,495789,454810,473201,710307.906485754,788956.059593468,775492.397341771,843265.815238617,869130.603990131,886922,904766,983803,1044692.92916587,999961.089,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Late-demographic dividend,LTE,3816401,4169909,4686224,4927058,5504592,6378364.18016845,6944807.87452964,7381815.76070265,7908184.58275688,8471671.02738129,9025937,9501394,10149322.67,10693202.0705911,11184489.272,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Latin America & Caribbean,LCN,1656212,1695244,1833458,1800913,1838212,2303571.68762511,2431147.82405656,2549816.18361562,2732986.41507694,2840587.99664724,2898758,2826420,2748629,2805821.29213874,2836721.58312836,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Latin America & Caribbean (excluding high income),LAC,1449389,1485029,1605768,1559862,1594887,2026245.93722999,2126443.14627181,2241049.07060321,2346603.41507694,2447432.27187237,2520562,2447141,2404814,2446619.32586535,2477877,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Latin America & the Caribbean (IDA & IBRD countries),TLA,1611517,1649988,1787182,1755794,1797292,2255941.2373442,2384451.96568567,2503306.41141084,2675506.41507694,2771753.99664724,2832631,2757267,2685336,2740715.29213874,2781848.58312836,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Least developed countries: UN classification,LDC,185593,186604,215810,184000,200779,334228.234369991,383386.981266778,379884.929869241,435901.815238617,446268.151040793,417135,432752,524431,586506.964489686,524498.299,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Low & middle income,LMY,5511747,6008383,6615810,6714684,7106796,8917750.56391928,9633431.51959184,10161164.6225393,10877382.9083087,11738040.0720525,12380627,13094328,13901440.138,14741310.0400312,15017893.421,..
